"duodeni, -ae, -a adj num",twelve each-1,
"duplex, -icis adj num",two-fold-3,
"duplicatio, -onis n (f)",duplication-1,
22,,
dup(p)liciter adv num,in two ways-2,
"duplico, duplicare, duplicavi, duplicatum vb tr",to double-4,
"duplus, -a, -um adj",double-1,
"duro, durare, duravi, duratum vb tr and intr",to harden-1: to endure-1,
"durus, -a, -um adj",hard-3,
"dux, ducis n (m)",duke-4: ealdorman-1: general-4: leader-2,
,,
e(x) prep (with abl),"from, out of-63: of (partitive)-21: after (etymologies)-2: because of-2: by-3: in-1: on (behalf of)-4",
"(a)ebrietas, -atis n (f)",drunkenness-7,
"ebriosus, -a, -um adj",drunk-1,
ecce interj,behold!-12,
"(a)ec(c)lesia, -ae n (f)",church-49,
"ecclesiasticus, -a, -um adj",ecclesiastic-1,
econtra (e contra) adv,(on) the contrary-2,
ecquid adv int,perchance-1,
"edictum, -i n (n)",edict-1,
"edissero, edisserere, edisserui, edissertum vb tr",to explain-1,
"editio, -onis n (f)",edition-5,
"edo, edere, edidi, editum vb tr",to publish-5,
"edo, esse, edi, esum vb tr",to eat-3,
"edomo, edomare, edomavi, edomatum vb tr",to master-1,
"educo, educere, eduxi, eductum vb tr",to lead out-6: to raise-2,
"effectus, -us n (m)",effect-1,
"effemino, effeminare, effeminavi, effeminatum vb tr",to effeminate-1,
"effero, efferre, extuli, elatum vb tr",to exalt-2,
"efficio, efficere, effeci, effectum vb tr",to make-5,
"effigies, -iei n (f)",likeness-1,
"effodio, effodere, effodi, effossus vb tr",to dig up-1,
"effringo, effringere, effregi, effractum vb tr and intr",to break in-2,
"effundo, effundere, effudi, effusum vb tr",to pour out-2: to spill-2,
"egenus, -a, -um adj",destitute-2,
"ego, mei pron pers (1st pers sing)","I, me-136",
"egredior, egredi, egressus vb dep",to go out-6,
egregie adv,excellently-1,
"egregius, -a, -um adj",outstanding-2,
"e(i)icio, e(i)icere, eieci, eiectum vb tr",to throw out-1,
"elabor, elabi, elapsus vb dep",to elapse-1: to slip-1,
"elargio, elargire, elargivi, elargitum vb tr",to bestow-1,
"electio, -onis n (f)",choice-2,
"electrum, -i n (n)",electrum (alloy of gold and silver)-1,
"eleemosyna, -ae (elemosina) n (f)",alms-3,
"elegans, -antis adj",elegant-1,
"elementum, -i n (n)",elements-12,
"elephantinus, -a, -um adj",elephantine-1,
"elevo, elevare, ?, elevatum vb tr",to lift-2,
"elicio, elicere, elicui, elicitum vb tr",to draw forth-1,
"eligo, eligere, elegi, electum (elego) vb tr",to choose-11:    to pluck-1,
"elinguis, -e adj",speechless-2,
"elongo, elongare, elongavi, elongatum vb tr and intr",to withdraw-2,
"eloquentia, -ae n (f)",eloquence-1,
"eloquium, -ii n (n)",eloquence-1: word-3,
"emano, emanare, emanavi, emanatum vb intr",to flow out-1,
23,,
"emendatio, -onis n (f)",emendation-1: improvement-1,
"emendo, emendare, emendavi, emendatum vb tr",to correct-1,
"eminentior, -ius adj compar",more eminent-2,
eminus adv,from afar-1,
"emo, emere, emi, emptum vb tr",to buy-10,
"emporium, -ii n (n)",emporium-1,
en interj,Lo!-3,
"enarro, enarrare, enarravi, enarratum vb tr",to relate-2,
"energumenus, -a, -um adj",possessed (by a demon)-1,
enerviter adv,weakly-1,
enim conj postpositive,for-79,
"enodo, enodare, enodavi, enodatum vb tr",to unknot-1,
"enormis, -e adj",excessive-2,
"enormitas, -atis n (f)",enormity-1,
"ensis, -is n (m)",sword-2,
"enumero, enumerare, enumeravi, enumeratum vb tr",to enumerate-6,
"eo, ire, i(v)i, itum vb intr",to go-23,
"episcopatus, -us n (m)",bishopric-2,
"episcopus, -i n (m)",bishop-29,
"epistula, -ae (epistola) n (f)",letter-2,
"epulum, -i n heterocl. (n) pl epulae, -arum (f)",feast-1,
"eques, -itis n (m)",horseman-3,
"equito, equitare, equitavi, equitatum vb tr and intr",to ride a horse-5,
"equus, -i n (m)",horse-19,
erga prep (with acc),towards-3,
ergo adv,therefore-39,
"erigo, erigere, erexi, erectum vb tr",to raise-10,
"eripio, eripere, eripui, ereptum vb tr",to take by force-2: to rescue-1,
"erro, errare, erravi, erratum vb tr and intr",to wander-4,
"error, -oris n (m)",error-5,
"erubesco, erubescere, erubui, ? vb intr",to blush-1,
"eruditio, -onis n (f)",instruction-1,
"eruditus, -a, -um adj",learned-1,
"eruo, eruere, erui, erutum vb tr",to rescue-2,
"essentia, -ae n (f)",essence-2,
"esuries, -iei n (f)",hunger-1,
et adv,also-29:even-2,
et (&) conj,and-1231,
et . . . et conj,both . . . and-15,
"etcetera (etc., et cetera) idiom",etc.-6,
etenim conj,and indeed-3,
"ethica, -ae n (f)",ethics-1,
etiam (eciam) adv,also-38: even-19,
etiamsi conj,even though-1: even if-1,
etsi conj,although-5,
"etymologia, -ae (ethimologia) n (f)",etymology-1,
"evacuo, evacuare, evacuavi, evacuatum vb tr",to empty-1,
"evado, evadere, evasi, evasum vb tr and intr",to become-1: to escape-6,
"evanesco, evanescere, evanui, ? vb intr",to vanish-1,
"evangelicus, -a, -um adj",evangelic-1,
"evangelista, -ae n (m)",Evangelist-2,
"evangelium, -ii n (n)",Gospel-6,
"evangelizo, -are, evangelizavi, evangelizatum vb tr and intr",to evangelize-1,
24,,
"eveho, evehere, evexi, evectum vb tr",to carry away-1,
"evello, evellere, evelli, evulsum vb tr",to pull-1,
"evenio, evenire, eveni, eventum vb intr",to happen-3,
"everto, evertere, everti, eversum vb tr",to overturn-1,
"evidens, -entis adj",evident-1,
"evidentior, -us (evidencior) adj compar",more evident-2,
"evinco, evincere, evici, evictum vb tr",to conquer-1,
"evomo, evomere, evomui, evomitum vb tr",to vomit out-1,
"exaggero, exaggerare, exaggeravi, exaggeratum vb tr",to heap up-2,
"exagito, exagitare, exagitavi, exagitatum vb tr",to drive out-1,
"exaltatio, -onis n (f)",exaltation-1,
"exalto, exaltare, exaltavi, exaltatum vb tr",to exalt-1,
"examino, examinare, examinavi, examinatum vb tr and intr",to examine-1,
"exanimis, -e adj",lifeless-1,
"exardesco, exardescere, exarsi, exarsum vb intr",to rage-2,
"exaresco, exarescere, exarui, ? vb intr",to dry up-1,
"exaudio, exaudire, exaudivi, exauditum vb tr",to hear-3,
"excedo, excedere, excessi, excessum vb intr",to exceed-2,
"excellens, -entis adj",excellent-3,
"excellentia, -ae n (f)",excellence-1,
"excellentissimus, -a, -um adj superl",most excellent-1,
excellentius adv compar,more excellently-1,
"excello, excellere, ?, excelsum vb tr and intr",to excel-1,
"excelsa, -orum n (n)",heavens-1,
"excelsus, -a, -um adj",heavenly-1,
"excerpo, excerpere, excerpsi, excerptum vb tr",to pick out-1,
"excessus, -us n (m)",excess-1,
"excidium, -ii n (n)",destruction-1,
"excido, excidere, excidi, ? vb intr",to be without (with abl)-1,
"excipio, excipere, excepi, exceptum vb tr",to receive-1: to except-2: to make a legal exception-1,
"excito, excitare, excitavi, excitatum vb tr",to excite-2: to wake-2,
"excludo, excludere, exclusi, exclusum vb tr",to exclude-1,
"excogito, excogitare, excogitavi, excogitatum vb tr",to think up-2,
"excommunico, -are, -avi, -atum vb tr",to excommunicate-1,
"excoquo, excoquere, excoxi, excoctum vb tr",to boil-1,
"excresco, excrescere, excrevi, excretum vb intr",to grow out-1,
"exedo, exedere, exedi, exesum vb tr",to eat up-2,
"exemplar, -aris n (n)",exemplar-1,
"exemplum, -i n (n)",example-2,
"exeo, exire, exi(v)i, exitum vb intr",to exit-16,
"exerceo, exercere, exercui, exercitum vb tr",to exercise-2,
"exercitatio, -onis n (f)",exercise-1,
"exercitium, -ii n (n)",exercise-2,
"exercito, exercitare, exercitavi, exercitatum vb tr",to exercise-1,
"exercitus, -us n (m)",army-10,
"ex(h)alo, ex(h)alare, ex(h)alavi, ex(h)alatum vb tr and intr",to die-1,
"exhibeo, exhibere, exhibui, exhibitum vb tr",to exhibit-5,
"exhortatio, -onis n (f)",exhortation-2,
"ex(h)ortor, ex(h)ortari, ex(h)ortatus vb dep",to exhort-3,
"exiguus, -a, -um adj",small-2,
"exilis, -e adj",small-1,
"exilium, -ii n (n)",exile-4,
"eximius, -a, -um adj",outstanding-1,
25,,
exinde (exin) adv,from there-2,
"existimo, existimare, existimavi, existimatum vb tr",to think-4,
"exitus, -us n (m)",death-1: outlet-2,
"exorbito, exorbitare, exorbitavi, exorbitatum vb tr and intr",to deviate-1,
"exorcismus, -i n (m)",exorcism-1,
"exorcista, -ae n (m)",exorcist-1,
"exordium, -ii n (n)",beginning-2,
"exoro, exorare, exoravi, exoratum vb tr",to beg-2: to pray-1,
"exortus, -us n (m)",rising-1,
"expedio, expedire, expedivi, expeditum vb tr",to be expedient-4: to obtain-1,
"expeditio, -onis n (f)",campaign-4,
"expeditus, -i n (m)",light-armed soldier-1,
"expello, expellere, expuli, expulsum vb tr",to expel-4,
"expensum, -i n (n)",payment (of debt)-1,
"expergefacio, -ere, expergefeci, expergefactum vb tr",to awaken-1,
"experior, experiri, expertus vb dep",to test-1: to try (in court)-1,
"explanatio, -onis n (f)",explanation-1,
"expleo, explere, explevi, expletum vb tr",to fulfill-4,
"explorator, -oris n (m)",scout-1: spy-3,
"exploro, explorare, exploravi, exploratum vb tr",to investigate-2,
"expono, exponere, exposui, expositum vb tr",to explain-11,
"exposco, exposcere, expoposci, — vb tr",to demand-1: to request-1,
"expositio, -onis n (f)",exposition-1,
"exprimo, exprimere, expressi, expressum vb tr",to express-2,
"expugno, expugnare, expugnavi, expugnatum vb tr",to assault-3,
"ex(s)ecutor, -oris n (m)",executor-2,
"ex(s)icco, ex(s)iccare, ex(s)iccavi, ex(s)iccatum vb tr",to dry up-1,
"ex(s)isto, ex(s)istere, ex(s)titi, ex(s)titum vb intr",to be-2,
"exspatior, exspatiari, exspatiatus vb dep",to wander about-1,
"ex(s)pecto, ex(s)pectare, ex(s)pectavi, ex(s)pectatum vb tr",to wait (for)-4,
"ex(s)piro, -are, ex(s)piravi, ex(s)piratum vb tr and intr",to die-1,
"ex(s)polio, ex(s)poliare, ex(s)poliavi, ex(s)poliatum vb tr",to pillage-1,
"ex(s)puo, ex(s)puere, ex(s)pui, ex(s)putum vb tr and intr",to spit out-1,
"ex(s)tasis, -is n (f)",ecstasy-1,
"ex(s)to, ex(s)tare, ex(s)titi vb intr",to be-4,
"ex(s)truo, ex(s)truere, ex(s)truxi, ex(s)tructum vb tr",to build-1,
"ex(s)ul, -ulis n (m)",exile-1,
"ex(s)ultatio, -onis n (f)",exultation-1,
"ex(s)ulto, ex(s)ultare, ex(s)ultavi, ex(s)ultatum vb intr",to exult-2,
"ex(s)urgo, ex(s)urgere, ex(s)urrexi, ? vb intr",to rise up-1,
"extendo, extendere, extendi, extentum vb tr",to extend-5,
"extenuo, extenuare, extenuavi, extenuatum vb tr",to make thin-1,
"exterior, -ius adj compar",exterior-6,
"exterritus, -a, -um adj",terrified-2,
extra prep (with acc),outside-3,
"extraho, extrahere, extraxi, extractum vb tr",to unsheathe-1: to remove-2: to rescue-1,
"extremum, -i n (n)",limit-1,
extrinsecus adv,from outside-1,
,,
"faber, fabri n (m)",smith-1,
"fabrica, -ae n (f)",artistry-1,
"fabricator, -oris n (m)",fabricator-1,
"fabrico, fabricare, fabricavi, fabricatum vb tr",to fashion-2,
26,,
"fabula, -ae n (f)",story-3,
"fabulator, -oris n (m)",story-teller-4,
"facies, -iei n (f)",face-6,
facile adv,easily-1,
"facilis, -e adj",easy: de facili idiom easily-1,
faciliter adv,easily-1,
facilius adv compar,more easily-2,
"facinus, -oris n (n)",crime-1,
"facio, facere, feci, factum vb tr",to make-62: to do-47:(introducing acc and inf) to order-15,
"factum, -i n (n)",deed-4: fact-1,
"facultas, -atis n (f)",resources-5,
"fallax, -acis adj",deceitful-1,
"fallo, fallere, fefelli, falsum vb tr",to deceive-4,
"falsitas, -atis n (f)",falsehood-1,
"falsus, -a, -um adj",false-4,
"fama, -ae n (f)",fame-3: rumour-1,
"famelicus, -a, -um adj",starving-1,
"fames, -is n (f)",famine-1,
"familia, -ae n (f)",household-2,
"familiarior, -ius adj compar",more familiar-1,
"familiaris, -e adj",familiar-1,
"familiaritas, -atis n (f)",familiarity-1,
familiariter adv,in a friendly manner-1,
familiarius adv compar,in a more friendly manner-1: more commonly-1,
"famosus, -a, -um adj",famous-2,
"famula, -ae n (f)",servant-1,
"famulatus, -us n (m)",service-1,
"famulor, famulari, famulatus vb dep",to be a servant-2,
"famulus, -a, -um adj",serving-3,
"farina, -ae n (f)",flour-1,
"fatalis, -e adj",fatal-2,
"fateor, fateri, fassus vb tr",to confess-1,
"fatigo, fatigare, fatigavi, fatigatum vb tr",to fatigue-3,
"fator, fatari, fatatus vb intr",to be fated-1,
"fatum, -i n (n)",fate-1,
"fatuus, -a, -um adj",foolish-1,
"faux, faucis n (f)",throat-1,
"faveo, favere, favi, fautum vb intr",to favour (with dat)-1,
"favilla, -ae n (f)",embers-3,
"favus, -i n (m)",honeycomb-1,
"fax, facis n (f)",torch-4,
"febris, -is n (f)",fever-3,
"fel, fellis n (n)",poison-1,
"felicitas, -atis n (f)",happiness-1,
feliciter adv,happily-5,
felicius adv compar,more happily-1,
"felix, -icis adj",happy-4,
"f(o)emina, -ae n (f)",woman-2,
"femur, -oris n (n)",thigh-1,
"fenestra, -ae n (f)",window-2,
"ferculum, -i n (n)",dish-2,
"fera, -ae n (f)",wild animal-4,
fere adv,almost-7,
27,,
"feria, -ae n (f)",day of the week (e.g. VI feria: Friday)-1,
"ferina, -ae n (f)",wild animal-1,
ferme adv,nearly-2,
"fero, ferre, tuli, latum vb tr","to bear-9: to say, to speak-3",
"ferox, -ocis adj",fierce-1,
"fertilis, -e adj",fertile-1,
"fertilitas, -atis n (f)",fertility-1,
"ferveo, fervere, ferbui, ? vb intr",to boil-1,
"ferventissimus, -a, -um adj",red hot-1,
"fervidus, -a, -um adj",hot-1,
"fervor, -oris n (m)",heat-2,
"fessus, -a, -um adj",tired-2,
"festino, festinare, festinavi, festinatum vb tr and intr",to hasten-2,
"festinus, -a, -um adj",quick-2,
"festivitas, -atis n (f)",feast-2,
"festum, -i n (n)",feast day-3,
"fetidissimus, -a, -um adj superl",most foul-smelling-1,
"fetor, -oris n (m)",smell-1,
"fictio, -onis n (f)",feigning-1,
"fidelis, -e adj",faithful-8,
"fidelitas, -atis n (f)",faithfulness-1,
fideliter adv,faithfully-3,
"fides, -ei n (f)",faith-26,
"fiducia, -ae n (f)",trust-2,
"figo, figere, fixi, fixum vb tr",to fix (i.e. to keep from moving)-6,
"figura, -ae n (f)",figure-4,
"filia, -ae n (f)",daughter-7,
"filialis, -e adj",filial-1,
"filius, -ii n (m)",son-49,
"fingo, fingere, finxi, fictum vb tr",to fashion-2: to pretend-2,
"finio, finire, finivi, finitum vb tr",to finish-6,
"finis, -is n (m)",end-6,
"fio, fieri, factus vb intr",to become-28: to happen-35,
fiat! idiom,“Make it so!”-2,
"firmamentum, -i n (n)",foundation-1,
firmiter adv,firmly-3,
"firmo, firmare, firmavi, firmatum vb tr",to make firm-2,
"firmus, -a, -um adj",firm-2,
"flagellum, -i n (n)",whip-1,
"flamma, -ae n (f)",flame-2,
"flatus, -us n (m)",blowing-1,
"flavus, -a, -um adj",yellow-1,
"flecto, flectere, flexi, flexum vb tr and intr",to bend-3,
"fleo, flere, flevi, fletum vb tr and intr",to weep-4,
"florentissimus, -a, -um adj superl",most flourishing-1,
"florenus, -i n (m)",florin-6,
"flos, floris n (m)",flower-14,
"fluctuatio, -onis n (f)",swaying-1,
"fluctuo, fluctuare, fluctuavi, fluctuatum vb tr",to swell-1,
"fluctus, -us n (m)",flood-1,
"fluentum, -i n (n)",flow-1,
"fluma, -atis n (n)",s.v. phlegma,
"flumen, -inis n (n)",river-14,
28,,
"fluo, fluere, fluxi, fluxum vb intr",to flow-1,
"fluvius, -ii n (m)",river-2,
"fodio, fodire, fodi, fossum vb tr and intr",to dig-1,
"f(o)edior, -ius adj compar",more foul-1,
"f(o)edero, f(o)ederare, f(o)ederavi, f(o)ederatum vb tr",to federate-1,
"foedus, -a, -um adj",foul-1,
"f(o)edus, -eris n (n)",treaty-2,
"follis, -is n (m)",bellows-1,
"fons, fontis n (m)",font-2: source-3,
"for, fari, fatus vb dep",to speak-2,
"foramen, -inis n (n)",hole-2,
foras adv,outside (direction)-2,
"forceps, -ipis n (f)",tongs-1,
fore( = futurum esse ),s.v. sum,
"forensis, -e adj",public-2,
foris adv,outside (locative)-1,
"forma, -ae n (f)",form-2: beauty-1,
"formido, formidare, formidavi, formidatum vb tr and intr",to fear-2,
"formo, formare, formavi, formatum vb tr",to form-1,
"formosus, -a, -um adj",beautiful-2,
"fornax, -acis n (f)",furnace-1,
forte adv,by chance-7,
"fortior, -ius adj",stronger-2,
"fortis, -e adj",brave-2: strong-4,
"fortissimus, -a, -um adj superl",very strong-1,
fortiter adv,strongly-3,
"fortitudo, -inis n (f)",strength-3,
"fortuna, -ae n (f)",fortune-6,
"fossatus, -us n (m)",boundary (ditch)-1,
"fovea, -ae n (f)",pit-1,
"fractio, -onis n (f)",breaking-1,
"fragilis, -e adj",fragile-1,
"fragilitas, -atis n (f)",frailty-2,
"frango, frangere, fregi, fractum vb tr",to break-3,
"frater, fratris n (m)",brother-36: friar-5,
fratres minores idiom,Franciscans (“Friars Minor”)-2,
"fraus, fraudis n (f)",deceit-1,
"frenum, -i n (n)",rein-1,
frequenter adv,frequently-3,
frequentius (frequencius) adv compar,more frequently-1: rather frequently-1,
"frigidissimus, -a, -um adj superl",very cold-1,
"frigidus, -a, -um adj",cold-2,
"frigus, -oris n (n)",cold-2,
"frons, frondis n (f)",leaf-1,
"frons, frontis n (f)",forehead-1,
"fructuosus, -a, -um adj",productive-1,
"fructus, -us n (m)",fruit-7,
"frumentum, -i n (n)",grain-1,
"fruor, frui, fructus vb dep",to enjoy (with abl)-3,
"fuga, -ae n (f)",flight-2,
"fugax, -acis adj",fleeing-1,
"fugio, fugere, fugi, fugitum vb intr",to flee-12,
"fugitivus, -a, -um adj",fugitive-1,
29,,
"fugo, fugare, fugavi, fugatum vb tr",to rout-4,
"fulgeo, fulgere, fulsi, — vb intr",to shine-4,
"fulgor, -oris n (m)",brightness-1,
"fulmen, -inis n (n)",lightning-1,
"fumus, -i n (m)",smoke-1,
funditus adv,completely-2,
"fundo, fundare, fundavi, fundatum vb tr",to found-1,
"fundo, fundere, fudi, fusum vb tr",to pour-2,
"fundus, -i n (m)",bottom-1,
"funeralia, -ium n (n)",funeral-1,
"fungor, fungi, functus vb dep",to perform-1: to use-1,
"funus, -eris n (n)",death-1,
"fur, furis n (m)",thief-4,
"furor, furari, furatus vb dep",to steal-3,
"furor, -oris n (m)",fury-1,
furtim adv,stealthily-1,
"furtum, -i n (n)",theft-2,
"futurum, -i n (n)",future-6,
"futurus, -a, -um adj",future-5,
,,
"galea, -ae n (f)",galley-4,
"gallina, -ae n (f)",hen-2,
"gallus, -i n (m)",rooster-5,
"gaudeo, gaudere, gavisus vb tr and intr",to rejoice-13,
"gaudium, -ii n (n)",joy-13,
"gelu, -us n (n)",frost-1,
"gemitus, -us n (m)",groan-3,
"gemma, -ae n (f)",gem-3,
"gemo, gemere, gemui, gemitum vb tr and intr",to groan-3,
"gena, -ae n (f)",cheek-1,
"generalis, -e adj",general-5,
"generalis, -is n (m)",Minister General (head of Franciscans)-6,
generaliter adv,generally-1,
"generatio, -onis n (f)",generation-8: offspring-1,
"genero, generare, generavi, generatum vb tr",to beget-1,
"generosus, -a, -um adj",noble-1,
"genetrix, -icis n (f)",mother-2,
"genitor, -oris n (m)",Creator-2,
"gens, gentis n (f)",people-19,
"gentes, -ium n (f)",gentiles-5,
"gentilis, -is n (m)",gentile-3,
"gentilitas, -atis n (f)",paganism-1,
"genu, -us n (n)",knee-1,
"genus, -eris n (n)",kind-7: noble birth-3: race-3,
"geometres, -ae n (m)",geometer-1,
"geometrica, -ae n (f)",geometry-2,
"geometricus, -a, -um adj",geometric-3,
"germen, -inis n (n)",sprout-1,
"germino, germinare, germinavi, germinatum vb tr and intr",to sprout-1,
"gero, gerere, gessi, gestum vb tr",to carry on-3: to wage-3: to wear-1,
"gesta, -orum n (n)",deeds-2,
"gestatorius, -a, -um adj",funerary (to be carried)-1,
"gestio, gestire, gestivi, gestitum vb intr",to be eager-1,
30,,
"gigas, -antis n (m)",giant-4,
"gigno, gignere, genui, genitum vb tr",to beget-5,
"gladius, -ii n (m)",sword-4,
"gloria, -ae n (f)",glory-13,
"gloriatio, -onis n (f)",glorying-1,
"glorifico, glorificare, glorificavi, glorificatum vb tr",to glorify-3,
"glorior, gloriari, gloriatus vb tr",to pride one’s self-1,
"gloriosus, -a, -um adj",glorious-4,
"gnosticus, -i n (m)",Gnostic-1,
"gracilis, -e adj",slender-1,
"gradior, gradi, gressus vb dep",to walk-4,
"gradus, -us n (m)",position-1: step-1,
"grammatica, -ae n (f)",grammar-2,
"grandaevus, -a, -um adj",old-1,
"grates, -ium n (f)",thanks-1,
"gratia, -ae (gracia) n (f)",favour-3: grace-14: thanks -3,
"gratiosior, -ius (graciosior) adj compar",more gracious-1,
gratis adv,freely-2,
"grator, gratari, gratatus vb dep",to rejoice-1,
"gratuitus, -a, -um adj",free-1,
"gratus, -a, -um adj",pleasing-1,
"gravamen, -inis n (n)",annoyance-2,
"gravidus, -a, -um adj",pregnant-1,
"gravis, -e adj",heavy-5,
"gravissimus, -a, -um adj superl",most serious-2,
"gravitas, -atis n (f)",hardship-1,
graviter adv,severely-3: badly-1,
"gravor, gravari, gravatus vb dep",to be vexed-3,
"gremium, -ii n (n)",bosom-1,
"grex, gregis n (m)",flock-2,
"grossus, -a, -um adj",large-1,
"gubernatio, -onis n (f)",management-1,
"guberno, gubernare, gubernavi, gubernatum vb tr",to govern-1,
"gurges, -itis n (m)",whirlpool-1,
"gustus, -us n (m)",taste-1,
"gutta, -ae n (f)",drop-1,
"guttur, -uris n (n)",throat-1,
"gyro, gyrare, gyravi, gyratum (giro) vb tr and intr",to wheel-1,
,,
"habeo, habere, habui, habitum vb tr","to have, to hold-89: to consider-3: se habere idiom to be-2",
"habilis, -e adj",suitable-1,
"habitaculum, -i n (n)",home-2,
"habitatio, -onis n (f)",habitation-1,
"habitator, -oris n (m)",inhabitant-1,
"habito, habitare, habitavi, habitatum vb tr and intr",to inhabit-5,
"habitus, -us n (m)",condition-2: dress-1,
hactenus adv,up until now-1,
"haereo, haerere, haesi, haesum vb intr",to cling to (with dat)-2,
"haeresis, -is n (f)",heresy-7,
"haereticus, -a, -um adj",heretical-1,
"h(a)ereticus, -i n (m)",heretic-10,
harde adj indec,ON harðr: hard-1,
"harena, -ae n (f)",arena-1: sand-2,
31,,
"hasta, -ae n (f)",spear-1,
haud (haut) adv,not at all-2,
"haurio, haurire, hausi, haustum vb tr",to drink-1,
"hedera, -ae n (f)",ivy-5,
"hemina, -ae n (f)",half-pint-1,
"hera, -ae n (f)",lady-1,
"herba, -ae n (f)",herb-4: grass-2,
hercle interj,By Hercules!-1,
"h(a)ereditas, -atis n (f)",inheritance-3: heredity-2,
"h(a)eredito, -are, h(a)ereditavi, h(a)ereditatum vb tr",to bequeath (with double acc)-1,
"heres, -edis n (m)",heir-10,
heri adv,yesterday-1,
"heroicus, -a, -um adj",heroic (i.e. dactylic hexameter)-1,
"herus, -i n (m)",lord-1,
heu interj,alas!-2,
"hibernus, -a, -um adj",winter-1,
hic adv,here-4,
"hic, haec, hoc pron adj demonst",this-122,
"hic, haec, hoc subst demonstr","he, she, it, they, this/these one(s)/thing(s)-121",
"hiems, hiemis n (f)",winter-3,
"hiemo, hiemare, hiemavi, hiematum vb intr",to winter-1,
"hilaritas, -atis n (f)",cheerfulness-1,
hinc adv,from here-7,
"historia, -ae (hystoria) n (f)",history-8,
"hoc, huius pron: correlative with quod",the fact that-4,
hoc est idiom,i.e.-3,
hodie adv,today-8,
"holocaustum, -i n (n)",burnt offering-4,
"(h)olus, -eris n (n)",vegetables-1,
"homo, -inis n (m)",man-97,
"honestas, -atis n (f)",honor-3: honesty-1,
honestius adv compar,more worthily-1,
"honor (honos), -oris n (m)",honour-13,
honorabiliter adv,honourably-2,
honorifice adv,honourably-1,
"hora, -ae n (f)",hour-11,
"horreo, horrere, horrui, ? vb tr and intr",to shudder at-1,
"horribils, -e adj",horrible-4,
"hortor, hortari, hortatus vb dep",to encourage-1,
"(h)ortus, -i n (m)",garden-8,
"hospes, -itis n (m)",guest-1,
"hospitale, -is n (n)",hospital-1: room-1,
"hospitalitas, -atis n (f)",hospitality-4,
"hospitium, -ii (hospicium) n (n)",lodging-2: hospitality-1,
"hospitor, hospitari, hospitatus vb dep",to lodge-2,
"hostilis, -e adj",hostile-1,
"hostis, -is n (m)","enemy- 5: the Enemy, i.e. Satan-2",
huc adv,(to) here-7,
hucusque adv,up to here-1,
huiusmodi idiom,of this sort-10,
humane adv,humanely-1,
"humanitas, -atis n (f)",kindness-1: humanity-1,
humanius adj compar,more humanely-1,
32,,
"humanus, -a, -um adj",human-18,
"humilio, humiliare, humiliavi, humiliatum vb tr",to humble-1,
"humilis, -e adj",humble-2,
"humilitas, -atis n (f)",humility-5,
humiliter adv,humbly-5,
"humo, humare, humavi, humatum vb tr",to bury-1,
"humor, humoris n (m)",humour-1,
"humus, -i n (f)",ground-2,
"(h)ymnus, -i n (m)",hymn-1,
,,
"iaceo, iacere, iacui, iacitum vb intr",to lie (down)-12,
"iactantia, -ae n (f)",boasting-1,
iam adv,now-10: already-15,
"iambus, -i n (m)",iamb-1,
"ianua, -ae n (f)",entrance-2,
iare n (m),yerah ??? ? ??  moon/month-1,
ibi adv,there-28,
ibidem adv,in that same place-9,
"id, eius pron (correlative with quod)",the fact that-5,
"id est (i.e., idest) idiom",i.e.-27,
idcirco adv,therefore-5,
"idem, eadem, idem adj demonst",the same-52,
"idem, eadem, idem subst demonst","the same one(s), the same thing(s)-12",
ideo adv,therefore-18,
"idolum, -i n (n)",idol-3,
"idoneus, -a, -um adj",suitable to/for (with dat)-3,
"ieiunium, -ii n (n)",fast-4,
"ieiuno, ieiunare, ieiunavi, ieiunatum vb intr",to fast-4,
igitur conj postpositive,therefore-25,
"ignarus, -a, -um adj",ignorant-1: unaware-1,
"ignavia, -ae n (f)",laziness-1,
"igneus, -a, -um adj",fiery-1,
"ignis, -is n (m)",fire-10,
"ignobilis, -e adj",ignoble-1,
"ignominia, -ae n (f)",disgrace-1,
"ignorantia, -ae n (f)",ignorance-1,
"ignoro, ignorare, ignoravi, ignoratum vb tr and intr",to not know-5,
"ignosco, ignoscere, ignovi, ignotum vb tr",to pardon-1,
ilico adv,immediately-1,
"illaesus, -a, -um (inlaesus) adj",unharmed-1,
"ille, illa, illud adj demonst",that-62,
"ille, illa, illud subst demonst","he, she, it, they, that/those one(s)/thing(s)-188",
illic adv,there-2,
"illicio, illicere, illexi, illectum vb tr",to entice-1,
illinc adv,(from) there-1,
"illino, illinere, illevi, illitum vb tr",to smear-1,
illuc adv,(to) there-6,
"illucesco, illucescere, illuxi, ? vb tr and intr",to shine (on)-2,
illud pron (correlative with quod),the fact that-1,
"illudo, illudere, illusi, illusum vb tr and intr",to mock (with dat)-2,
"illuminatio, -onis n (f)",illumination-1,
"illumino, illuminare, illuminavi, illuminatum vb tr",to illuminate-2,
"illustro, illustrare, illustravi, illustratum vb tr",to illustrate-1,
33,,
"imaginarius, -a, -um (ymaginarius) adj",imaginary-2,
"imaginatio, -onis n (f)",imagination-1,
"imago, -inis (ymago) n (f)",image-4: statue-3,
"imbecillitas, -atis (inbecillitas) n (f)",weakness-2,
"imber, imbris (hymber) n (m)",rain-2,
"imitor, imitari, imitatus vb tr",to imitate-3,
"immarcescibilis, -e (immarcessibilis) adj",unfading-1,
