"com(m)edo, com(m)edere, co(m)medi, co(m)mesum vb tr",to eat-17,
"comes, -itis n (m)",companion-2: count-7,
"comitatus, -us n (m)",company-2: comune-1,
"comito, comitare, comitavi, comitatum vb tr",to accompany-1,
"comitor, comitari, comitatus vb dep",to accompany-1,
"commaculo, -are, commaculavi, commaculatum vb tr",to stain-1,
"commaneo, commanere, commansi, commansum vb intr",to remain-1,
"commanipularis, -is n (m)",military companion-1,
"co(m)mendo, -are, co(m)mendavi, co(m)mendatum vb tr",to entrust-3: to point out-1: to praise-4,
"commentum, -i n (n)",comment-1,
"comminatio, -onis n (f)",threat-1,
"comminuo, comminuere, comminui, comminutum vb tr",to break apart-1,
"commisceo, commiscere, commiscui, commixtum vb tr",to mix together-1,
"committo, committere, commisi, commissum vb tr",to commit-4: to entrust-1,
"commodior, -ius adj compar",more proper-1,
commodius adv compar,more properly-1,
"commodo, commodare, commodavi, commodatum vb tr",to lend-2,
"commodus, -a, -um adj",advantageous-1: convenient-1,
"commoneo, commonere, commonui, commonitum vb tr",to warn-2,
"commoveo, commovere, commovi, commotum vb tr",to excite-1,
12,,
"communico, -are, communicavi, communicatum vb tr",to communicate-2,
"communio, communire, communivi, communitum vb tr",to fortify-1,
"communio, -onis n (f)",communion-2,
"communis, -e adj",common-13,
"communitas, -atis n (f)",comune-4,
communiter adv,in common-1,
"commuto, commutare, commutavi, commutatum vb tr",to share-1,
"compar, comparis adj",equal-1,
"comparatio, -onis n (f)",comparison-1,
"comparo, comparare, comparavi, comparatum vb tr",to acquire-1: to buy-1: to compare-4,
"compatior, compati, compassus vb dep",to pity (with dat)-2,
"compello, compellere, compuli, compulsum vb tr",to compel-5,
"comperio, comperire, comperi, compertum vb tr",to discover-3,
"compesco, compescere, compescui, — vb tr",to restrain-2,
"competo, competere, competi(v)i, competitum vb intr",to be appropriate to (with dat)-2: to agree-1,
"compilator, -oris n (m)",compiler-2,
"compingo, compingere, compegi, compactum vb tr",to shut (in)-1,
"complaceo, complacere, complacui, complacitum vb intr",to please (with dat)-2,
"complector, complecti, complectus vb dep",to embrace-1,
"compleo, complere, complevi, completum (conpleo) vb tr",to complete-6,
"completorium, -ii n (n)",Compline-1,
"complexio, -onis n (f)",combination-1,
"compono, -ere, composui, compositum (conpono) vb tr",to compose-6: to construct-3: to settle-1,
"compositio, -onis n (f)",composition-1,
"compositor, -oris n (m)",writer-1,
"comprehendo, -ere, comprehendi, comprehensum vb tr",to comprehend-2,
"compunctio, -onis (compuccio) n (f)","compunction-1, remorse-1",
"compungo, compungere, compunxi, compunctum vb tr",to pierce-1,
"computo, computare, computavi, computatum vb tr",to compute-2,
"computus, -i (compotus) n (m)",computus-1,
"conatus, -us n (m)",effort-1,
"concanonicus, -i n (m)",fellow canon-1,
"concedo, concedere, concessi, concessum vb tr and intr",to concede-10,
"concilio, conciliare, conciliavi, conciliatum vb tr",to unite-1,
"concilium, -ii n (n)",council-5,
"concludo, concludere, conclusi, conclusum vb tr",to shut-1,
"concordia, -ae n (f)",agreement-3,
"concordo, -are, concordavi, concordatum vb tr and intr",to concord-1,
"concremo, concremare, concremavi, concrematum vb tr",to burn (to ashes)-1,
"concresco, concrescere, concrevi, concretum vb intr",to form-1,
"concurro, concurrere, con(cu)curri, concursum vb intr",to coincide-1,
"concutio, concutere, concussi, concussum vb tr",to extort-1,
"condiaconus, -i n (m)",fellow deacon-1,
"condicio, -onis (condicio) n (f)",condition-4,
"condio, condire, condivi, conditum vb tr",to season-1,
"conditor, -oris n (m)",Maker-1,
"condo, condere, condidi, conditum vb tr",to bury-3: to establish-1,
"condormio, condormire, condormivi, condormitum vb intr",to sleep soundly-1,
"conduco, conducere, conduxi, conductum vb tr and intr",to conduct-1: to gather-1,
"conductus, -us n (m)",hire-1,
"confero, conferre, contuli, collatum vb tr",to bring-1: to carry-1: to bestow-8,
"confessio, -onis n (f)",confession-4,
confestim adv,immediately-2,
13,,
"conficio, conficere, confeci, confectum vb tr",to complete-1,
"confido, confidere, confisi, confisum vb intr",to trust (with dat)-2,
"confinis, -is n (m)",boundary-1,
"confinitas, -atis n (f)",boundaries-1,
"confirmo, confirmare, confirmavi, confirmatum vb tr",to confirm-6,
"confiteor, confiteri, confessus vb dep",to confess-3,
"conflictus, -us n (m)",conflict-2,
"conformo, conformare, conformavi, conformatum vb tr",to conform-1,
"confringo, confringere, confregi, confractum vb tr",to break to pieces-1,
"confronto, confrontare, confrontavi, confrontatum vb tr",to adjoin-1,
"confugio, confugere, confugi, confugitum vb intr",to flee-1,
"confundo, confundere, confudi, confusum vb tr",to confuse-1,
"confusio, -onis n (f)",confusion-1,
"confutatio, -onis n (f)",refutation-1,
"congregatio, -onis n (f)",gathering-2,
"congrego, congregare, congregavi, congregatum vb tr",to gather together-5,
congruentius adv compar,more agreeably-1,
"congruus, -a, -um adj",suitable-2,
"con(i)icio, con(i)icere, conieci, coniectum vb tr",to infer-1,
"coniugatio, -onis n (f)",marriage-1,
"coniugium, -ii n (n)",marriage-1,
"coniuro, coniurare, coniuravi, coniuratum vb tr",to conjure-1,
"coniu(n)x, coniugis n (m/f)",spouse-7,
"con(n)iventia, -ae n (f)",connivance-1,
"conor, conari, conatus vb dep",to try-5,
"conqueror, conqueri, conquestus vb dep",to lament-1,
"conquiro, conquirere, conquisivi, conquisitum vb tr",to acquire-2,
"consanguineus, -i n (m)",blood relative-1,
"consanguinitas, -atis n (f)",blood relation-1,
"conscendo, -ere, conscendi, conscensum vb tr and intr",to embark-1,
"conscientia, -ae n (f)",conscience-2,
"conscindo, conscindere, conscidi, conscissum vb tr",to tear-1,
"conscius, -a, -um adj",aware of-1,
"conscius, -i n (m)",accomplice-1,
"conscribo, conscribere, conscripsi, conscriptum vb tr",to write-2: to title-1,
"consecrator, -oris n (m)",consecrator-1,
"consecro, consecrare, consecravi, consecratum vb tr",to consecrate-6,
"consensus, -us n (m)",consent-4,
"consentio, consentire, consensi, consensum vb tr and intr",to consent (to) (with dat)-4,
"consequentia, -ae n (f)",consequence-1,
"consequor, consequi, consecutus vb dep",to achieve-3,
"consideratio, -onis (consideracio) n (f)",contemplation-2,
"considero, considerare, consideravi, consideratum vb tr",to consider-7,
"consiliarius, -ii n (m)",counselor-4,
"consilium, -ii n (n)","plan, counsel-9: intelligence-1",
"consimilis, -e adj",very similar-1,
"consisto, consistere, constiti, constitum vb intr",to consist-3,
"consistorium, -ii n (n)",consistory-1,
"consolatio, -onis n (f)",consolation-2,
"consolor, consolari, consolatus vb dep",to console-1,
"consono, consonare, consonui, — vb intr",to harmonize-1,
"consors, consortis n (m/f)",partner-2,
"consortium, -ii (consorcium) n (n)",fellowship-3,
14,,
"conspectus, -us n (m)",sight-4,
"conspergo, conspergere, conspersi, conspersum vb tr",to sprinkle-1,
"conspicor, conspicari, conspectus vb dep",to notice-1,
"conspicuitas, -atis n (f)",visibility-1,
"conspiratio, -onis n (f)",conspiracy-1,
"constans, -antis adj",constant-1,
"consterno, consternare, consternavi, consternatum vb tr",to dismay-1,
"constituo, constituere, constitui, constitutum vb tr",to set up-14,
"consto, constare, constiti, constitum vb intr",to be apparent-7,
"constringo, constringere, constrinxi, constrinctum vb tr",to bind-5,
"construo, construere, construxi, constructum vb tr",to build-2,
"consuesco, -ere, consuevi, consuetum vb tr and intr",to grow accustomed-1,
"consuetudo, -inis n (f)",custom-1: habit-5: (monastic) rule-2,
"consuetus, -a, -um adj",usual-1,
"consulo, consulere, consului, consultum vb tr and intr",to advise-1: to pay attention to-1,
"consumo, consumere, consumpsi, consumptum vb tr",to consume-3,
"contagio, -onis n (f)",contagion-1,
"contagium, -ii n (n)",contagion-1,
"contemno, contemnere, contempsi, contemptum vb tr",to slight-3,
"contemplatio, -onis n (f)",contemplation   -1,
"contemplativus, -a, -um adj",contemplative-1,
"contemplo, -are, contemplavi, contemplatum vb tr",to contemplate-1,
"contemptio, -onis n (f)",disregard-3,
"contendo, contendere, contendi, contentum vb tr and intr",to contend-5,
"contentus, -a, -um adj",content-1,
"conterminus, -a, -um adj",sharing a border-1,
"contero, conterere, contrivi, contritum vb tr",to crush-1: to exhaust-1,
"contexo, contexere, contexui, contextum vb tr and intr",to compose-2,
"conticesco, conticescere, conticui, ? vb intr",to grow silent-2,
"contineo, continere, continui, contentum vb tr",to contain-10,
"contingit, contingere, contigit, — vb impers",it happens that (introducing indirect speech)-6,
"contingo, contingere, contigi, contactum vb tr and intr",to happen-2: to reach-1,
"continuatio, -onis n (f)",continuation-1,
continuo adv,continuously-1: immediately-2,
"continuus, -a, -um adj",continuous-2,
contra prep (with acc),against-30: opposite-3: towards-4,
"contractus, -us n (m)",contract-1,
"contradictor, -oris n (m)",opponent-1,
"contraho, contrahere, contraxi, contractum vb tr",to enter (into)-5,
"contrarietas, -atis n (f)",misfortune-1,
"contrarius, -a, -um adj",contrary-2,
"contristo, contristare, contristavi, contristatum vb tr",to sadden-4,
"controversia, -ae n (f)",controversy-1,
"contubernia, -ae n (f)",companionship-1,
"contueor, contueri, contuitus vb tr",to look at-1,
"conturbo, conturbare, conturbavi, conturbatum vb tr",to confuse-1,
"convalesco, convalescere, convalui, — vb intr",to grow healthy-1,
"convallis, -is n (f)",valley-1,
"conveho, convehere, convexi, convectum vb tr",to convey-1,
"convenio, convenire, conveni, conventum vb tr and intr",to be suitable (with dat)-2: to gather together-2,
"conventio, -onis n (f)",agreement-1,
"conventus, -us n (m)",agreement-1,
"conversatio, -onis (conversacio) n (f)",way of life-4,
15,,
"conversor, conversari, conversatus vb intr",to conduct one’s self-3,
"conversus, -a, -um adj",opposite-1,
"converto, convertere, converti, conversum vb tr and intr",to change-1: to convert-8: to turn-6,
"convinco, convincere, convici, convictum vb tr",to refute-1: to convict-1,
"convivium, -ii n (n)",banquet-2,
"convivo, convivere, convixi, convictum vb intr",to live with-1,
"convoco, convocare, convocavi, convocatum vb tr",to call together-1,
"copia, -ae n (f)",copy-1,
"coquinarius, -ii n (m)",cook-1,
"coquus, -i (cocus) n (m)",cook-1,
"cor, cordis n (n)",heart-30,
"corallum, -i n (n)",coral-1,
coram prep (with dat),in front of-4,
"corona, -ae n (f)",crown-2,
"corono, coronare, coronavi, coronatum vb tr",to crown-2,
"corporalis, -e adj",bodily-4,
"corporeus, -a, -um adj",bodily-2,
"corpulentior, -ius adj compar",fatter-1,
"corpulentus, -a, -um adj",fat-2,
"corpus, -oris n (n)",body-38,
"corpusculum, -i n (n)",little body-1,
"correctio, -onis n (f)",correction-2,
"corrigo, corrigere, correxi, correctum vb tr",to correct-4,
"corripio, corripere, corripui, correptum vb tr",to rebuke-3: to seize-1,
"corroboratio, -onis n (f)",corroboration-1,
"corruo, corruere, corrui, corrutum vb tr and intr",to fall-2,
"corvus, -i n (m)",raven-2,
cot(t)idie adv,every day-3,
"crapula, -ae n (f)",drunkenness-2,
cras adv,tomorrow-1,
"crassior, -ius adj compar",thicker-1,
"crastinum, -i n (n)","tomorrow-1, the morrow-2",
"creatio, -onis (creacio) n (f)",creation-1,
"creator, -oris n (m)",Creator-6,
"creatura, -ae n (f)",creature-7,
"creber, crebra, crebrum adj",frequent-1,
"crebrior, -ius adj compar",more frequent-1,
crebro adv,often-1,
"credo, credere, credidi, creditum vb tr and intr",to believe (with dat)-25,
"cremo, cremare, cremavi, crematum vb tr",to burn-1,
"creo, creare, creavi, creatum vb tr",to create-10,
"cresco, crescere, crevi, cretum vb intr",to grow-6,
"crimen, -inis n (n)",crime-4,
"criminalis, -e adj",criminal-1,
"crucifixus, -i n (m)",crucifix-1,
"crucio, cruciare, cruciavi, cruciatum vb tr",to torture-2,
"crudelis, -e adj",cruel-1,
"crudelitas, -atis n (f)",cruelty-2,
"cruento, cruentare, cruentavi, cruentatum vb tr",to stain with blood-1,
"cruor, -oris n (m)",gore-1,
"crux, crucis n (f)",Cross-10,
"cubus, -i n (m)",cube-2,
"cucca, -ae n (f)",cucumber-1,
16,,
"cucurbita, -ae n (f)",cucumber-6,
"culmen, -inis n (n)",peak-1,
"culpa, -ae n (f)",fault-2,
"cultor, -oris n (m)",worshipper-2,
"cultus, -us n (m)",observance (of a religious rite)-2,
cum (quum) conj (with subj vb),"after, since, when-101: although-4",
cum conj (with ind vb),when-22,
cum prep (with abl),with-102: (introducing abl of manner) -ly-14,
-cum prep enclitic,"(with me, te, nobis, vobis, se, qua, quo, quibus) with-19",
"cunctor, cunctari, cunctatus vb dep",to hesitate-1,
"cunctus, -a, -um adj",all-24,
"cupiditas, -atis n (f)",desire-1,
"cupido, -inis n (m)",Cupid-1: desire-1,
"cupidus, -a, -um adj",desirous-2,
"cupio, cupire, cupivi, cupitum vb tr",to desire-7,
cur adv int,why-4,
"cura, -ae n (f)",care-6: concern-1,
"curatio, -onis n (f)",curing-1,
"curia, -ae n (f)",court-6,
"curiositas, -atis n (f)",curiosity-1,
"curiosus, -a, -um adj",curious-1,
"curo, curare, curavi, curatum vb tr",to trouble one’s self-2: to care for-1: to cure-3,
"curro, currere, cucurri, cursum vb intr",to run-7,
"currus, -us n (m)",chariot-6,
"cursus, -us n (m)",bow-1: course-5,
"custodia, -ae n (f)",protection-1,
"custodio, custodire, custodivi, custoditum vb tr",to guard-9,
"†custodium, -ii n (n)",garrison-1,
"custos, -odis n (m)",guard-6,
"cutis, -is n (f)",skin-1,
"cyrographarius, -ii n (m)",chirographer-1,
"cyrographum, -i n (n)",chirograph-2,
,,
"d(a)emon, -onis n (m)",demon-5,
"daemonium, -ii n (n)",demon-2,
"damnatio, -onis (dampnacio) n (f)",damnation-2,
"damno, damnare, damnavi, damnatum (dampno) vb tr",to condemn-1: to damn-1,
"dapifer, dapiferis n (m)",steward (seneschal)-1,
de prep (with abl),"about, concerning-108: by-2: down-1: from-73: of (partitive or source, especially in names)-26: with-4",
"dea, -ae n (f)",goddess-1,
"deauro, deaurare, deauravi, deauratum vb tr",to gild-2,
"debello, debellare, debellavi, debellatum vb tr and intr",to vanquish-1,
"debeo, debere, debui, debitum vb tr",ought-22: to owe-3,
"debilis, -e adj",weak-1,
"debilitas, -atis n (f)",weakness-2,
debite adv,deservedly-1,
"debitum, -i n (n)",debt-2,
"decedo, decedere, decessi, decessum vb intr",to depart-5,
decem (X) adj indec num,ten-3,
decenter adv,pleasingly-2,
"decentior, -ius adj compar",more appropriate-1,
"decerno, decernere, decrevi, decretum vb tr and intr",to decree-2,
17,,
"decertatio, -onis n (f)",fight-1,
"decet, decere, decuit, — vb impers",to be fitting-2,
decetero (de cetero) adv,henceforth-1,
"decido, decidere, decidi, — vb intr",to die-2,
"decido, decidere, decidi, decisum vb tr",to decide-1,
decie(n)s adv num,ten times-1,
"decimus, -a, -um (x) adj num",tenth-5,
"decipio, decipere, decepi, deceptum vb tr",to deceive-2,
"declaro, declarare, declaravi, declaratum vb tr",to declare-5,
"declino, declinare, declinavi, declinatum vb tr and intr",to decline-1,
"decoquo, decoquere, decoxi, decoctum vb tr",to cook-1,
"decoro, decorare, decoravi, decoratum vb tr",to honour-1,
"decorus, -a, -um adj",beautiful-1,
"decrepitus, -a, -um adj",decrepit-1,
"decretum, -i n (n)",decree-2,
"decumbo, decumbere, decubui, ? vb intr",to lie down-1,
"decurro, decurrere, de(cu)curri, decursum vb tr and intr",to descend-1: to run down-1,
"decus, -oris n (n)",glory-1,
"deditio, -onis n (f)",surrender-1,
"deditus, -a, -um adj",devoted-1,
"dedo, dedere, dedidi, deditum vb tr",to dedicate-1: to surrender-1,
"deduco, deducere, deduxi, deductum vb tr",to deduce-1: to lead (down)-2,
"defectus, -us n (m)",lack-2: defect-1,
"defendo, defendere, defendi, defensum vb tr",to defend-4,
"defensio, -onis n (f)",defense-2,
"defero, deferre, detuli, delatum vb tr",to deliver-4: to bring (down)-3,
"deficio, deficere, defeci, defectum vb tr and intr",to be lacking-1: to die-1: to fail-3: to end-1,
"deflecto, deflectere, deflexi, deflexum vb tr",to deflect-1,
"defleo, deflere, deflevi, defletum vb tr and intr",to weep (for)-1,
"defluo, defluere, defluxi, defluctum vb intr",to flow down-1,
"deformis, -e adj",deformed-2,
"defraudo, defraudare, defraudavi, defraudatum vb tr",to defraud-1,
"defungor, defungi, defunctus vb dep",to die-5,
"degenero, -are, degeneravi, degeneratum vb tr and intr",to degenerate-1,
"de(i)icio, de(i)icere, deieci, deiectum vb tr",to throw down-1,
"deiformis, -e adj",God-like-1,
deinceps adv,then-1,
deinde (dein) adv,then-10,
"deitas, -atis n (f)",deity-1,
"delectamen, -inis n (n)",charm-1,
"delecto, delectare, delectavi, delectatum vb tr",to delight-2,
"deleo, delere, delevi, deletum vb tr",to destroy-1: to abolish-1,
"deliciae, -arum n (f)",delights-7,
"deligo, deligere, delegi, delectum vb tr",to choose-1,
"delinquo, delinquere, deliqui, delictum vb tr and intr",to fail-1,
"deludo, deludere, delusi, delusum vb tr",to prank-1,
"demanda, -ae n (f)",demand-1,
"demando, demandare, demandavi, demandatum vb tr",to entrust-1,
"dementia, -ae n (f)",madness-1,
"demo, demere, dempsi, demptum vb tr",to take away-1,
"demoror, demorari, demoratus vb dep",to linger-2,
demum adv superl,finally-2,
"denarius, -a, -um adj",containing ten-3,
18,,
"denarius, -ii (d.) n (m)",silver coin (Eng: pence; Fr: denier; It: denari; Sp: dinero)-5,
"denegatio, -onis n (f)",denial-1,
"denego, denegare, denegavi, denegatum vb tr",to deny-1,
denique adv,finally-4,
"denoto, denotare, denotavi, denotatum vb tr",to denote-1,
"dens, dentis n (m)",tooth-1,
"dentosus, -a, -um adj",toothy-1,
denuo adv,again-1,
deorsum adv,downwards-2,
"deosculor, deosculari, deosculatus vb dep",to kiss-1,
"dependeo, dependere, ?, ? vb intr",to hang-2,
"depereo, deperire, deperi(v)I, deperitum vb intr",to die-1,
"depono, deponere, deposui, depositum vb tr",to let drop-1: to put aside-2,
"deprecor, deprecari, deprecatus vb dep",to pray-1,
"deprehendo, -ere, deprehendi, deprehensum vb tr",to take-1: to understand-2,
"depressio, -onis n (f)",depression-1,
"depressior, -ius adj compar",more depressed-1,
"deprimo, deprimere, depressi, depressus vb tr",to depress-1: to suppress-1,
"deputo, deputare, deputavi, deputatum vb tr",to choose-2: to assign (to)-1,
"derelinquo, derelinquere, dereliqui, derelictum vb tr",to leave -4,
"descendo, descendere, descendi, descensum vb intr",to descend-9,
"describo, describere, descripsi, descriptum vb tr",to describe-4,
"descriptio, -onis n (f)",description-1,
"desero, deserere, deserui, desertum vb tr",to desert-5,
"desertum, -i n (m)",wilderness-2,
"deservio, deservire, ?, ?vb intr",to serve (with dat)-1,
"desiderium, -ii n (n)",desire-5,
"desidero, desiderare, desideravi, desideratum vb tr",to desire-8,
"desidia, -ae n (f)",sloth-1,
"designo, designare, designavi, designatum vb tr",to designate-1,
"desilio, desilire, desilui, desultum vb intr",to jump down-1,
"desino, desinere, desi(v)i, desitum vb tr and intr",to end-1: to stop-1,
"desisto, desistere, destiti, destitum vb tr and intr",to stop-1,
"desolatio, -onis n (f)",desolation-1,
"despicio, despicere, despexi, despectum vb tr and intr",to look down (on)-4,
"destino, destinare, destinavi, destinatum vb tr",to direct-1,
"destitutus, -a, -um adj",destitute of-2,
"destructio, -onis n (f)",destruction-2,
"destruo, destruere, destruxi, destructum vb tr",to destroy-2,
"desum, deesse, defui, defuturus vb intr",to fail (with dat)-1: to be lacking (with dat)-4,
desuper adv,above-4,
"deterior, -ius adj",worse-2,
"deterreo, deterrere, deterrui, deterritum vb tr",to deter-1,
"detestabilis, -e adj",detestable-1,
"detineo, detinere, detinui, detentum vb tr",to detain-1,
"detorqueo, detorquere, detorsi, detortum vb tr and intr",to distort-1,
"detraho, detrahere, detraxi, detractum vb tr",to remove-1,
"deus, -i n (m)",God-162: god-5,
"devenio, devenire, deveni, deventum vb intr",to reach-1,
"deversorium, -ii (diversorium) n (n)",inn-1,
"devia, -orum n (n)",unfrequented places-1,
"devinco, devincere, devici, devictum vb tr",to conquer-7,
"devio, deviare, deviavi, deviatum vb intr",to deviate-2,
19,,
"devito, devitare, devitavi, devitatum vb tr",to shun-1,
"devoro, devorare, devoravi, devoratum vb tr",to devour-1,
devote adv,devoutly-1,
"devotio, -onis (devocio) n (f)",devotion-4,
"devotus, -a, -um adj",devout-4,
"dexter, dext(e)ra, dext(e)rum adj",right-1,
"dext(e)ra, -ae n (f)",right hand-4,
dextrorsum adv,to the right-1,
"diabolicus, -a, -um adj",diabolic-1,
"diabolus, -i (diabulus) n (m)",devil-10,
"diaconus, -i n (m)",deacon-4,
"diadema, -atis n (n)",diadem-2,
"dialectica, -ae n (f)",dialectic-2,
"dialogus, -i n (m)",dialogue-1,
"dicio, -onis (ditio) n (f)",dominion-2,
"dico, dicare, dicavi, dicatum vb tr",to dedicate-2,
"dico, dicere, dixi, dictum vb tr","to call, to name-46: to say, to speak-207",
"dicto, dictare, dictavi, dictandi vb tr",to dictate-1,
"dictum, -i n (n)",word-1,
"dictus, -a, -um adj",(afore)said-19,
"dies, -ei n (m/f)",day-77,
dies mercurii idiom,Wednesday-2,
"differo, differre, distuli, dilatum vb tr, intr and impers",to differ-1: to put off-1,
difficile adv,with difficulty-1,
"difficilis, -e adj",difficult-2,
"difficillimus, -a, -um adj superl",very difficult-1,
"diffinio, diffinire, diffinivi, diffinitum vb tr",to decide-1,
"diffugio, diffugire, diffugi, diffugitum vb intr",to scatter-2,
"digitus, -i n (m)",finger-2,
"dignior, dignius adj",more worthy-1,
"dignitas, -atis n (f)",dignity-6,
"dignor, dignari, dignatus vb tr",to deign-2,
"dignus, -a, -um adj",worth-1: worthy-4,
"dilatio, -onis n (f)",delay-1,
"dilectio, -onis n (f)",love-4,
"dilectissimus, -a, -um adj superl",most beloved-1,
"dilectus, -a, -um adj",beloved-3,
diligenter adv,diligently-5,
"diligentia, -ae (diligencia) n (f)",diligence-3,
"diligentior, -ius adj compar",more diligent-1,
diligentissime adv superl,very diligently-1,
diligentius adv compar,more/rather diligently-2,
"diligo, diligere, dilexi, dilectum vb tr",to love-24,
"diluculum, -i n (n)",dawn-4,
"diluvium, -ii n (n)",flood-2,
"dimensio, -onis n (f)",dimension-2,
"dimico, dimicare, dimicui, dimicatum vb tr",to battle-1,
"dimidius, -a, -um adj",half-3,
"diminuo, diminuere, diminui, diminutum vb tr",to diminish-1,
"dimitto, dimittere, dimisi, dimissum vb tr",to abandon-2: to dismiss-2: to leave behind-1,
"dinosco, dinoscere, dinovi, dinotum",to distinguish-2,
"dinumero, dinumerare, dinumeravi, dinumeratum vb tr",to count-2,
"dirigo, dirigere, direxi, directum vb tr",to direct-9,
20,,
"diripio, diripere, diripui, direptum vb tr",to tear apart-1,
"di(s)rumpo, di(s)rumpere, di(s)rupi, di(s)ruptum vb tr",to break apart-1,
"dis, dite adj",rich-1,
"discedo, discedere, discessi, discessum vb intr",to leave-3,
"discerno, discernere, discrevi, discretum vb tr",to discern-3,
"disciplina, -ae n (f)",learning-4: teaching-4,
"discipulus, -i n (m)",disciple-7: student-4,
"disco, discere, didici, discitum vb tr",to learn-5,
"discoloris, -e adj",of different colours-1,
"discordia, -ae n (f)",discord-3,
"discordo, discordare, discordavi, discordatum vb intr",to differ-1,
"discretio, -onis n (f)",distinction-5,
"discretus, -a, -um adj",discreet-2: distinguished-1,
"discrimen, -inis n (n)",crisis-2: danger-1,
"discurro, discurrere, dis(cu)curri, discursum vb intr",to run (down)-2: to wander-2,
"discursus, -us n (m)",course-1: discourse-2,
"discutio, discutere, discussi, discussum vb tr",to shatter-1: to strike-1,
"disertus, -a, -um adj",skilled (at speaking)-2,
"dispareo, disparere, disparui, disparitum vb intr",to disappear-1,
"dispendium, -ii n (n)",expense-1,
"dispensatio, -onis n (f)",dispensation-1,
"dispenso, dispensare, dispensavi, dispensatum vb tr",to dispense-1,
"dispergo, dispergere, dispersi, dispersum vb tr",to scatter-1,
"displiceo, discplicere, displicui, displicitum vb intr",to be displeasing-1,
"dispono, disponere, disposui, dispositum vb tr",to arrange-7: to decide-2: to appoint-1,
"dispositio, -onis n (f)",arrangement-4,
"disputatio, -onis n (f)",disputation-1,
"disputator, -oris n (m)",disputator-1,
"disputo, disputare, disputavi, disputatum vb tr and intr",to dispute-2,
"dissensio, -onis (dissencio) n (f)",dissension-2,
"dissero, disserere, disserui, dissertum vb tr",to discuss-2,
"dissimulatio, -onis n (f)",dissimulation-1,
"dissolvo, dissolvere, dissolvi, dissolutum vb tr",to separate-1: to dissolve-1,
"distendo, distendere, distendi, distentum vb tr",extend-1,
"distinctio, -onis (distinccio) n (f)",distinction-2,
"distinguo, distinguere, distinxi, distinctum vb tr",to distinguish-2,
"disto, distare, —, — vb intr",to be distant-3,
"distortus, -a, -um adj",misshapen-1,
"distribuo, distribuere, distribui, distributum vb tr",to distribute-1,
"ditior, -ius (dicior) adj compar",richer-1,
ditissime adv superl,very richly-1,
"ditissimus, -a, -um adj",very rich-2,
"dito, ditare, ditavi, ditatum vb tr",to enrich-2,
diu adv,for a long time-7,
"diurnus, -a, -um adj",daily-1,
diutius adv compar,for a longer time-1,
"diuturnus, -a, -um adj",chronic-1,
"diversitas, -atis n (f)",diversity-3,
"diversus, -a, -um adj",diverse-8,
"diverto, divertere, diverti, diversum vb intr",to deviate-2: to turn-2,
"dives, -itis n (m)",rich man-14,
"divido, dividere, divisi, divisum vb tr",to divide-5,
"divinitas, -atis n (f)",divinity-2,
21,,
"divinus, -a, -um adj",divine-19,
"divitiae, -arum (diviciae) n (f)",riches-9,
"divulgo, divulgare, divulgavi, divulgatum vb tr",to spread-1,
"di(v)us, -i n (m)",god-3,
"divum, -i n (n)",sky-1,
"do, dare, dedi, datum vb tr",to give-59,
"doceo, docere, docui, doctum vb tr",to teach-9,
"doctior, -ius adj compar",more learned-2,
"doctor, -oris n (m)",Doctor (of the Church)-5: teacher-1,
"doctrina, -ae n (f)",doctrine-3,
"doctus, -a, -um adj",learned-1,
"documentum, -i n (n)",document-3,
"dogma, -atis n (n)",teaching-3,
"doleo, dolere, dolui, dolitum vb tr and intr",to grieve-4,
"dolor, -oris n (m)",pain-8,
"dolus, -i n (m)",trick-2,
"domesticus, -a, -um adj",domestic-2,
"domesticus, -i n (m)",servant-1,
"domina, -ae n (f)",lady-13: wife-1: mistress-1,
"dominatio, -onis n (f)",lordship-1,
"dominatrix, -icis n (f)",mistress-1,
"dominatus, -us n (m)",dominion-1,
"dominicus, -a, um adj",Lord’s-3,
"dominium, -ii n (n)",dominion-3,
"domino, dominare, dominavi, dominatum vb tr",to rule-1,
"dominor, dominari, dominatus vb intr",to master of (with gen)-3,
"dom(i)nus, -i n (m)",lord-31: the Lord-77: master-8,
"domus, -us or -i n (f)","house, home-45",
donec conj,as long as-1: until-11,
"dono, donare, donavi, donatum vb tr",to give-3,
"donum, -i n (n)",gift-3,
"dormio, dormire, dormi(v)i, dormitus vb intr",to sleep-14,
"dorsum, -i n (n)",back-2,
"dos, dotis n (f)",dower-7,
"dotacilium, -ii n (n)",dower-1,
"draconeus, -a, -um adj",draconian-1,
"dubito, dubitare, dubitavi, dubitatum vb tr and intr",to doubt (with indirect question)-3: to doubt (with inf)-2,
"dubius, -a, -um adj",doubtful-3,
"ducatus, -us n (m)",leadership-1,
"ducentesimus, -a, -um (CC) adj",two-hundredth-2,
"ducenti, -ae, -um (CC) adj num",two-hundred-2,
"duco, ducere, duxi, ductum vb tr",to lead-19: to marry (masculine subject)-1,
"ductus, -us n (m)",guidance-1,
"dulcedo, -inis n (f)",sweetness-3,
"dulcis, -e adj",fresh-2: sweet-2,
"dulcissimus, -a, -um adj superl",sweetest-1,
dum conj,when-10: while-16: until-2,
dumtaxat adv,only-1: as long as-1,
"duo, duae, duo (ii) adj num",two-30,
duodecim (xii) adj indec num,twelve-5,
